attendance_pct,behavior_pct,SEM7,dropout_score,CURR_SEM,SEM2,past_count,INTERNAL_MARKS,SEM8,performance_overall,DEPT,RNO,performance_trend,prev_att,TOTAL_DAYS_CURR,risk_label,S.NO,EMAIL,risk_score,performance_label,BEHAVIOR_SCORE_10,past_avg,SEM6,SEM1,MENTOR_EMAIL,YEAR,internal_pct,ATTENDED_DAYS_CURR,MENTOR,SEM4,SEM3,present_att,dropout_label,NAME,PREV_ATTENDANCE_PERC,SEM5
75.91,25.0,0.0,26.23,2.0,,1,25.0,0.0,86.64,CSE(AI),23G31B4261,0.0,84.0,115.0,low,84.0,shreya.dutta594@gmail.com,13.36,high,2.5,98.0,0.0,98.0,prof..divya.srivastava88@gmail.com,1.0,83.33,93.0,Prof. Divya Srivastava,0.0,0.0,80.87,low,Shreya Dutta,84.0,0.0
84.5,49.0,0.0,17.75,2.0,,1,27.0,0.0,88.12,CSE,23G31A1321,0.0,62.0,100.0,low,85.0,karthik.pillai953@gmail.com,11.88,high,4.9,92.0,0.0,92.0,dr..rohan.kapoor73@gmail.com,1.0,90.0,96.0,Dr. Rohan Kapoor,0.0,0.0,96.0,low,Karthik Pillai,62.0,0.0
88.32,63.0,0.0,15.17,2.0,,1,30.0,0.0,79.9,ECE,23G31A3984,0.0,64.0,90.0,low,87.0,vishal.saxena886@gmail.com,20.1,high,6.3,67.0,0.0,67.0,prof..anjali.menon46@gmail.com,1.0,100.0,89.0,Prof. Anjali Menon,0.0,0.0,98.89,low,Vishal Saxena,64.0,0.0
92.6,40.0,0.0,20.25,2.0,,1,16.0,0.0,59.89,EEE,23G31A5011,0.0,93.0,85.0,normal,88.0,aryan.verma225@gmail.com,40.11,medium,4.0,56.0,0.0,56.0,prof..shreya.nair77@gmail.com,1.0,53.33,85.0,Prof. Shreya Nair,0.0,0.0,100.0,low,Aryan Verma,93.0,0.0
73.34,68.0,0.0,26.06,2.0,,1,27.0,0.0,75.4,MECH,23G31B3764,0.0,45.0,118.0,low,89.0,ria.iyer321@gmail.com,24.6,high,6.8,68.0,0.0,68.0,dr..vikram.reddy73@gmail.com,1.0,90.0,97.0,Dr. Vikram Reddy,0.0,0.0,82.2,low,Ria Iyer,45.0,0.0
59.57,82.0,0.0,43.1,1.0,0.0,0,21.0,0.0,34.03,CIVIL,23G31B9355,0.0,86.0,84.0,high,90.0,diya.saxena691@gmail.com,65.97,poor,8.2,0.0,0.0,,prof..isha.mishra20@gmail.com,1.0,70.0,41.0,Prof. Isha Mishra,0.0,0.0,48.81,medium,Diya Saxena,86.0,0.0
57.81,59.0,0.0,37.87,2.0,,1,23.0,0.0,75.12,CSE(AI),23G31B9713,0.0,76.0,82.0,low,91.0,diya.dutta391@gmail.com,24.88,high,5.9,81.0,0.0,81.0,prof..meera.desai58@gmail.com,1.0,76.67,43.0,Prof. Meera Desai,0.0,0.0,52.44,low,Diya Dutta,76.0,0.0
69.04,87.0,0.0,29.41,2.0,,1,11.0,0.0,75.21,CSE,23G31A5898,0.0,42.0,93.0,low,92.0,harish.srivastava738@gmail.com,24.79,high,8.7,99.0,0.0,99.0,dr..rohan.kapoor97@gmail.com,1.0,36.67,69.0,Dr. Rohan Kapoor,0.0,0.0,74.19,low,Harish Srivastava,42.0,0.0
77.24,50.0,0.0,30.47,2.0,,1,14.0,0.0,57.09,CDS,23G31A4114,0.0,66.0,83.0,normal,93.0,harsha.das861@gmail.com,42.91,medium,5.0,58.0,0.0,58.0,prof..meera.desai74@gmail.com,1.0,46.67,70.0,Prof. Meera Desai,0.0,0.0,84.34,low,Harsha Das,66.0,0.0
53.45,94.0,0.0,40.92,2.0,,1,14.0,0.0,64.72,ECE,23G31B1318,0.0,79.0,114.0,low,94.0,harish.iyer490@gmail.com,35.28,medium,9.4,76.0,0.0,76.0,prof..anjali.menon85@gmail.com,1.0,46.67,46.0,Prof. Anjali Menon,0.0,0.0,40.35,medium,Harish Iyer,79.0,0.0
72.8,20.0,0.0,28.54,2.0,,1,30.0,0.0,84.42,EEE,23G31A8436,0.0,47.0,114.0,low,95.0,nisha.reddy242@gmail.com,15.58,high,2.0,85.0,0.0,85.0,prof..kavya.pillai53@gmail.com,1.0,100.0,100.0,Prof. Kavya Pillai,0.0,0.0,87.72,low,Nisha Reddy,47.0,0.0
48.17,80.0,0.0,53.28,1.0,0.0,0,15.0,0.0,26.23,MECH,23G31B3720,0.0,54.0,112.0,high,96.0,rohan.singh269@gmail.com,73.77,poor,8.0,0.0,0.0,,prof..anjali.menon92@gmail.com,1.0,50.0,47.0,Prof. Anjali Menon,0.0,0.0,41.96,medium,Rohan Singh,54.0,0.0
71.99,87.0,0.0,25.81,2.0,,1,21.0,0.0,76.65,CIVIL,23G31A8840,0.0,67.0,87.0,low,97.0,ananya.sharma853@gmail.com,23.35,high,8.7,81.0,0.0,81.0,dr..rohan.kapoor59@gmail.com,1.0,70.0,62.0,Dr. Rohan Kapoor,0.0,0.0,71.26,low,Ananya Sharma,67.0,0.0
67.79,50.0,0.0,32.91,2.0,,1,22.0,0.0,71.17,CSE(AI),23G31A8369,0.0,61.0,101.0,low,98.0,kumar.kumar649@gmail.com,28.83,high,5.0,73.0,0.0,73.0,prof..anjali.menon91@gmail.com,1.0,73.33,73.0,Prof. Anjali Menon,0.0,0.0,72.28,low,Kumar Kumar,61.0,0.0
87.98,85.0,0.0,22.58,1.0,0.0,0,22.0,0.0,39.45,CSE,23G31A3661,0.0,60.0,111.0,high,99.0,aarav.agarwal747@gmail.com,60.55,poor,8.5,0.0,0.0,,prof..kavya.pillai96@gmail.com,1.0,73.33,107.0,Prof. Kavya Pillai,0.0,0.0,96.4,low,Aarav Agarwal,60.0,0.0
93.91,95.0,0.0,18.43,1.0,0.0,0,19.0,0.0,37.84,CDS,23G31B6153,0.0,75.0,117.0,high,100.0,sandeep.agarwal169@gmail.com,62.16,poor,9.5,0.0,0.0,,prof..kavya.pillai70@gmail.com,1.0,63.33,116.01,Prof. Kavya Pillai,0.0,0.0,99.15,low,Sandeep Agarwal,75.0,0.0
70.61,86.0,0.0,23.8,2.0,,1,29.0,0.0,86.39,ECE,23G31B8664,0.0,78.0,92.0,low,101.0,ramesh.iyer405@gmail.com,13.61,high,8.6,85.0,0.0,85.0,prof..meera.desai42@gmail.com,1.0,96.67,61.0,Prof. Meera Desai,0.0,0.0,66.3,low,Ramesh Iyer,78.0,0.0
87.36,48.0,0.0,27.05,1.0,0.0,0,21.0,0.0,36.5,EEE,23G31A1479,0.0,94.0,101.0,high,102.0,rahul.gupta581@gmail.com,63.5,poor,4.8,0.0,0.0,,prof..shreya.nair59@gmail.com,1.0,70.0,92.0,Prof. Shreya Nair,0.0,0.0,91.09,low,Rahul Gupta,94.0,0.0
79.04,18.0,0.0,29.01,2.0,,1,23.0,0.0,66.76,MECH,23G31A5741,0.0,68.0,88.0,low,103.0,sneha.bajaj134@gmail.com,33.24,medium,1.8,62.0,0.0,62.0,dr..harish.rao58@gmail.com,1.0,76.67,80.0,Dr. Harish Rao,0.0,0.0,90.91,low,Sneha Bajaj,68.0,0.0
63.67,53.0,0.0,41.13,1.0,0.0,0,27.0,0.0,39.2,CIVIL,23G31B8659,0.0,49.0,98.0,high,104.0,priya.verma914@gmail.com,60.8,poor,5.3,0.0,0.0,,prof..divya.srivastava36@gmail.com,1.0,90.0,68.0,Prof. Divya Srivastava,0.0,0.0,69.39,medium,Priya Verma,49.0,0.0
75.03,51.0,0.0,28.71,2.0,,1,17.0,0.0,70.8,CSE(AI),23G31B6797,0.0,73.0,105.0,low,105.0,simran.sinha217@gmail.com,29.2,high,5.1,80.0,0.0,80.0,dr..sanjay.joshi80@gmail.com,1.0,56.67,83.0,Dr. Sanjay Joshi,0.0,0.0,79.05,low,Simran Sinha,73.0,0.0
53.96,52.0,0.0,44.33,2.0,,1,15.0,0.0,64.19,CSE,23G31B9997,0.0,72.0,110.0,low,106.0,pooja.chopra545@gmail.com,35.81,medium,5.2,77.0,0.0,77.0,prof..shreya.nair20@gmail.com,1.0,50.0,54.0,Prof. Shreya Nair,0.0,0.0,49.09,medium,Pooja Chopra,72.0,0.0
68.44,88.0,0.0,28.06,2.0,,1,28.0,0.0,72.17,CDS,23G31B7208,0.0,47.0,85.0,low,107.0,simran.das815@gmail.com,27.83,high,8.8,59.0,0.0,59.0,prof..isha.mishra24@gmail.com,1.0,93.33,61.0,Prof. Isha Mishra,0.0,0.0,71.76,low,Simran Das,47.0,0.0
59.52,52.0,0.0,44.8,1.0,0.0,0,25.0,0.0,36.53,ECE,23G31B4327,0.0,71.0,82.0,high,108.0,sanjay.srivastava930@gmail.com,63.47,poor,5.2,0.0,0.0,,prof..kavya.pillai70@gmail.com,1.0,83.33,47.0,Prof. Kavya Pillai,0.0,0.0,57.32,medium,Sanjay Srivastava,71.0,0.0
77.22,49.0,0.0,30.35,2.0,,1,15.0,0.0,57.53,EEE,23G31A2470,0.0,61.0,85.0,normal,109.0,diya.patel982@gmail.com,42.47,medium,4.9,57.0,0.0,57.0,dr..sanjay.joshi34@gmail.com,1.0,50.0,73.0,Dr. Sanjay Joshi,0.0,0.0,85.88,low,Diya Patel,61.0,0.0
76.8,91.0,0.0,28.47,1.0,0.0,0,26.0,0.0,42.07,MECH,23G31B5135,0.0,41.0,120.0,normal,110.0,aisha.chatterjee425@gmail.com,57.93,poor,9.1,0.0,0.0,,dr..rohan.kapoor84@gmail.com,1.0,86.67,102.0,Dr. Rohan Kapoor,0.0,0.0,85.0,low,Aisha Chatterjee,41.0,0.0
89.41,93.0,0.0,11.41,2.0,,1,27.0,0.0,83.56,CIVIL,23G31B1401,0.0,70.0,90.0,low,111.0,divya.malhotra906@gmail.com,16.44,high,9.3,77.0,0.0,77.0,dr..harish.rao73@gmail.com,1.0,90.0,85.0,Dr. Harish Rao,0.0,0.0,94.44,low,Divya Malhotra,70.0,0.0
55.38,58.0,0.0,38.7,2.0,,1,22.0,0.0,80.21,CSE(AI),23G31B5911,0.0,43.0,82.0,low,112.0,neha.joshi939@gmail.com,19.79,high,5.8,94.0,0.0,94.0,dr..rohan.kapoor10@gmail.com,1.0,73.33,48.0,Dr. Rohan Kapoor,0.0,0.0,58.54,low,Neha Joshi,43.0,0.0
84.54,38.0,0.0,29.02,1.0,0.0,0,24.0,0.0,38.58,CSE,23G31A7755,0.0,93.0,98.0,high,113.0,meera.verma310@gmail.com,61.42,poor,3.8,0.0,0.0,,prof..divya.srivastava45@gmail.com,1.0,80.0,87.0,Prof. Divya Srivastava,0.0,0.0,88.78,low,Meera Verma,93.0,0.0
85.33,65.0,0.0,30.43,1.0,0.0,0,10.0,0.0,26.05,CDS,23G31B8338,0.0,90.0,84.0,high,114.0,nitin.dasgupta544@gmail.com,73.95,poor,6.5,0.0,0.0,,prof..anjali.menon57@gmail.com,1.0,33.33,73.0,Prof. Anjali Menon,0.0,0.0,86.9,low,Nitin Dasgupta,90.0,0.0
62.74,14.0,0.0,43.52,2.0,,1,14.0,0.0,56.61,EEE,23G31A3346,0.0,49.0,91.0,normal,116.0,ashok.kumar843@gmail.com,43.39,medium,1.4,65.0,0.0,65.0,dr..nitin.verma61@gmail.com,1.0,46.67,67.0,Dr. Nitin Verma,0.0,0.0,73.63,medium,Ashok Kumar,49.0,0.0
53.64,32.0,0.0,53.59,1.0,0.0,0,17.0,0.0,26.65,MECH,23G31B7398,0.0,88.0,81.0,high,117.0,siddharth.reddy747@gmail.com,73.35,poor,3.2,0.0,0.0,,dr..rajesh.kumar10@gmail.com,1.0,56.67,38.0,Dr. Rajesh Kumar,0.0,0.0,46.91,medium,Siddharth Reddy,88.0,0.0
83.1,48.0,0.0,32.03,1.0,0.0,0,15.0,0.0,29.86,CIVIL,23G31A4897,0.0,54.0,112.0,high,118.0,divya.rao459@gmail.com,70.14,poor,4.8,0.0,0.0,,dr..rohan.kapoor29@gmail.com,1.0,50.0,108.0,Dr. Rohan Kapoor,0.0,0.0,96.43,low,Divya Rao,54.0,0.0
77.93,46.0,0.0,31.18,1.0,0.0,0,29.0,0.0,42.99,CSE(AI),23G31A3688,0.0,75.0,96.0,normal,119.0,arjun.dasgupta447@gmail.com,57.01,poor,4.6,0.0,0.0,,prof..ritika.malhotra68@gmail.com,1.0,96.67,80.0,Prof. Ritika Malhotra,0.0,0.0,83.33,low,Arjun Dasgupta,75.0,0.0
86.9,67.0,0.0,16.7,2.0,,1,23.0,0.0,79.88,CSE,23G31B8579,0.0,51.0,115.0,low,120.0,siddharth.chatterjee950@gmail.com,20.12,high,6.7,81.0,0.0,81.0,prof..anjali.menon23@gmail.com,1.0,76.67,115.0,Prof. Anjali Menon,0.0,0.0,100.0,low,Siddharth Chatterjee,51.0,0.0
68.18,12.0,0.0,41.71,2.0,,1,14.0,0.0,48.33,CDS,23G31B1459,0.0,51.0,90.0,normal,121.0,ravi.malhotra844@gmail.com,51.67,poor,1.2,47.0,0.0,47.0,prof..isha.mishra37@gmail.com,1.0,46.67,73.0,Prof. Isha Mishra,0.0,0.0,81.11,medium,Ravi Malhotra,51.0,0.0
70.34,62.0,0.0,33.93,2.0,,1,13.0,0.0,58.15,ECE,23G31B9484,0.0,92.0,101.0,normal,122.0,siddharth.nair946@gmail.com,41.85,medium,6.2,63.0,0.0,63.0,dr..rohan.kapoor99@gmail.com,1.0,43.33,66.0,Dr. Rohan Kapoor,0.0,0.0,65.35,low,Siddharth Nair,92.0,0.0
79.91,41.0,0.0,29.96,2.0,,1,15.0,0.0,54.04,EEE,23G31B9684,0.0,67.0,83.0,normal,123.0,arjun.bhat267@gmail.com,45.96,medium,4.1,50.0,0.0,50.0,dr..harish.rao34@gmail.com,1.0,50.0,74.0,Dr. Harish Rao,0.0,0.0,89.16,low,Arjun Bhat,67.0,0.0
78.83,75.0,0.0,29.32,1.0,0.0,0,24.0,0.0,39.58,MECH,23G31B4465,0.0,40.0,84.0,high,124.0,ananya.reddy791@gmail.com,60.42,poor,7.5,0.0,0.0,,prof..kavya.pillai10@gmail.com,1.0,80.0,76.0,Prof. Kavya Pillai,0.0,0.0,90.48,low,Ananya Reddy,40.0,0.0
69.54,25.0,0.0,32.95,2.0,,1,29.0,0.0,71.68,CIVIL,23G31A3925,0.0,63.0,90.0,low,125.0,ria.nair688@gmail.com,28.32,high,2.5,62.0,0.0,62.0,prof..kavya.pillai19@gmail.com,1.0,96.67,70.0,Prof. Kavya Pillai,0.0,0.0,77.78,low,Ria Nair,63.0,0.0
75.86,45.0,0.0,33.4,1.0,0.0,0,27.0,0.0,40.63,CSE(AI),23G31A6497,0.0,45.0,110.0,normal,126.0,tanvi.dutta469@gmail.com,59.37,poor,4.5,0.0,0.0,,dr..suresh.iyer57@gmail.com,1.0,90.0,98.0,Dr. Suresh Iyer,0.0,0.0,89.09,low,Tanvi Dutta,45.0,0.0
80.63,13.0,0.0,25.09,2.0,,1,29.0,0.0,79.25,CSE,23G31A5369,0.0,80.0,84.0,low,127.0,sanjay.bhat863@gmail.com,20.75,high,1.3,75.0,0.0,75.0,dr..vikram.reddy83@gmail.com,1.0,96.67,76.0,Dr. Vikram Reddy,0.0,0.0,90.48,low,Sanjay Bhat,80.0,0.0
56.3,59.0,0.0,47.36,1.0,0.0,0,22.0,0.0,33.39,CDS,23G31B5449,0.0,56.0,100.0,high,128.0,pooja.saxena183@gmail.com,66.61,poor,5.9,0.0,0.0,,prof..priya.sharma87@gmail.com,1.0,73.33,56.0,Prof. Priya Sharma,0.0,0.0,56.0,medium,Pooja Saxena,56.0,0.0
66.68,39.0,0.0,31.89,2.0,,1,28.0,0.0,80.95,ECE,23G31A2532,0.0,57.0,109.0,low,129.0,vikram.pillai374@gmail.com,19.05,high,3.9,82.0,0.0,82.0,prof..meera.desai30@gmail.com,1.0,93.33,80.0,Prof. Meera Desai,0.0,0.0,73.39,low,Vikram Pillai,57.0,0.0
80.76,25.0,0.0,36.97,1.0,0.0,0,12.0,0.0,25.36,EEE,23G31A2286,0.0,71.0,106.0,high,130.0,celina.saxena713@gmail.com,74.64,poor,2.5,0.0,0.0,,prof..ritika.malhotra78@gmail.com,1.0,40.0,97.0,Prof. Ritika Malhotra,0.0,0.0,91.51,low,Celina Saxena,71.0,0.0
83.47,74.0,0.0,20.71,2.0,,1,26.0,0.0,66.22,MECH,23G31B7605,0.0,42.0,120.0,low,131.0,rahul.menon647@gmail.com,33.78,medium,7.4,48.0,0.0,48.0,dr..sanjay.joshi84@gmail.com,1.0,86.67,116.0,Dr. Sanjay Joshi,0.0,0.0,96.67,low,Rahul Menon,42.0,0.0
82.47,99.0,0.0,21.3,2.0,,1,17.0,0.0,61.32,CIVIL,23G31B1064,0.0,59.0,91.0,low,132.0,avni.bajaj306@gmail.com,38.68,medium,9.9,54.0,0.0,54.0,prof..shreya.nair66@gmail.com,1.0,56.67,79.0,Prof. Shreya Nair,0.0,0.0,86.81,low,Avni Bajaj,59.0,0.0
69.08,55.0,0.0,38.14,1.0,0.0,0,24.0,0.0,37.11,CSE(AI),23G31A5680,0.0,50.0,81.0,high,133.0,karthik.singh397@gmail.com,62.89,poor,5.5,0.0,0.0,,dr..sanjay.joshi10@gmail.com,1.0,80.0,62.0,Dr. Sanjay Joshi,0.0,0.0,76.54,low,Karthik Singh,50.0,0.0
55.02,89.0,0.0,41.15,2.0,,1,16.0,0.0,59.2,CSE,23G31A3356,0.0,70.0,85.0,normal,134.0,zara.mishra671@gmail.com,40.8,medium,8.9,61.0,0.0,61.0,prof..ritika.malhotra98@gmail.com,1.0,53.33,39.0,Prof. Ritika Malhotra,0.0,0.0,45.88,medium,Zara Mishra,70.0,0.0
55.85,86.0,0.0,43.64,1.0,0.0,0,26.0,0.0,38.68,CDS,23G31B5748,0.0,63.0,101.0,high,135.0,ravi.rao896@gmail.com,61.32,poor,8.6,0.0,0.0,,dr..anil.singh84@gmail.com,1.0,86.67,50.0,Dr. Anil Singh,0.0,0.0,49.5,medium,Ravi Rao,63.0,0.0
89.11,20.0,0.0,25.09,2.0,,1,10.0,0.0,60.37,ECE,23G31A5985,0.0,94.0,83.0,low,136.0,swati.agarwal178@gmail.com,39.63,medium,2.0,72.0,0.0,72.0,prof..divya.srivastava96@gmail.com,1.0,33.33,81.0,Prof. Divya Srivastava,0.0,0.0,97.59,low,Swati Agarwal,94.0,0.0
84.16,87.0,0.0,17.72,2.0,,1,20.0,0.0,76.97,EEE,23G31A1973,0.0,70.0,82.0,low,137.0,meera.bhat724@gmail.com,23.03,high,8.7,80.0,0.0,80.0,dr..anil.singh29@gmail.com,1.0,66.67,72.0,Dr. Anil Singh,0.0,0.0,87.8,low,Meera Bhat,70.0,0.0
71.46,23.0,0.0,32.61,2.0,,1,29.0,0.0,67.87,MECH,23G31A6931,0.0,85.0,102.0,low,138.0,ananya.malhotra925@gmail.com,32.13,medium,2.3,54.0,0.0,54.0,dr..harish.rao98@gmail.com,1.0,96.67,76.0,Dr. Harish Rao,0.0,0.0,74.51,low,Ananya Malhotra,85.0,0.0
95.49,73.0,0.0,17.53,1.0,0.0,0,25.0,0.0,42.97,CIVIL,23G31B9488,0.0,94.0,114.0,normal,139.0,ananya.gupta155@gmail.com,57.03,poor,7.3,0.0,0.0,,dr..harish.rao71@gmail.com,1.0,83.33,113.0,Dr. Harish Rao,0.0,0.0,99.12,low,Ananya Gupta,94.0,0.0
58.31,79.0,0.0,36.62,2.0,,1,23.0,0.0,70.7,CSE(AI),23G31A5388,0.0,67.0,87.0,low,140.0,divya.sharma614@gmail.com,29.3,high,7.9,70.0,0.0,70.0,dr..suresh.iyer86@gmail.com,1.0,76.67,46.0,Dr. Suresh Iyer,0.0,0.0,52.87,low,Divya Sharma,67.0,0.0
55.45,12.0,0.0,46.15,2.0,,1,22.0,0.0,63.42,CSE,23G31B6997,0.0,80.0,97.0,low,141.0,divya.agarwal653@gmail.com,36.58,medium,1.2,65.0,0.0,65.0,prof..ritika.malhotra83@gmail.com,1.0,73.33,53.0,Prof. Ritika Malhotra,0.0,0.0,54.64,medium,Divya Agarwal,80.0,0.0
80.99,99.0,0.0,19.04,2.0,,1,20.0,0.0,75.6,CDS,23G31B9768,0.0,82.0,96.0,low,142.0,meera.bansal644@gmail.com,24.4,high,9.9,77.0,0.0,77.0,prof..meera.desai91@gmail.com,1.0,66.67,75.0,Prof. Meera Desai,0.0,0.0,78.12,low,Meera Bansal,82.0,0.0
75.66,86.0,0.0,25.84,2.0,,1,15.0,0.0,68.65,ECE,23G31B5679,0.0,59.0,95.0,low,143.0,sanjay.menon537@gmail.com,31.35,medium,8.6,76.0,0.0,76.0,dr..sanjay.joshi13@gmail.com,1.0,50.0,75.0,Dr. Sanjay Joshi,0.0,0.0,78.95,low,Sanjay Menon,59.0,0.0
70.89,64.0,0.0,33.78,2.0,,1,12.0,0.0,56.83,EEE,23G31B9438,0.0,93.0,90.0,normal,144.0,swati.iyer896@gmail.com,43.17,medium,6.4,62.0,0.0,62.0,prof..divya.srivastava66@gmail.com,1.0,40.0,59.0,Prof. Divya Srivastava,0.0,0.0,65.56,low,Swati Iyer,93.0,0.0
76.49,72.0,0.0,34.92,1.0,0.0,0,13.0,0.0,28.07,MECH,23G31B7658,0.0,58.0,91.0,high,145.0,swati.bhatnagar156@gmail.com,71.93,poor,7.2,0.0,0.0,,dr..rohan.kapoor47@gmail.com,1.0,43.33,75.0,Dr. Rohan Kapoor,0.0,0.0,82.42,low,Swati Bhatnagar,58.0,0.0
77.4,36.0,0.0,28.49,2.0,,1,22.0,0.0,67.41,CIVIL,23G31A9512,0.0,68.0,100.0,low,146.0,pooja.srivastava913@gmail.com,32.59,medium,3.6,64.0,0.0,64.0,prof..meera.desai89@gmail.com,1.0,73.33,86.0,Prof. Meera Desai,0.0,0.0,86.0,low,Pooja Srivastava,68.0,0.0
76.95,63.0,0.0,33.5,1.0,0.0,0,19.0,0.0,33.69,CSE(AI),23G31A9218,0.0,48.0,86.0,high,147.0,esha.nair332@gmail.com,66.31,poor,6.3,0.0,0.0,,dr..nitin.verma58@gmail.com,1.0,63.33,75.0,Dr. Nitin Verma,0.0,0.0,87.21,low,Esha Nair,48.0,0.0
60.7,11.0,0.0,47.74,1.0,0.0,0,26.0,0.0,35.66,CSE,23G31A3844,0.0,56.0,94.0,high,148.0,meera.gupta278@gmail.com,64.34,poor,1.1,0.0,0.0,,prof..isha.mishra54@gmail.com,1.0,86.67,65.0,Prof. Isha Mishra,0.0,0.0,69.15,medium,Meera Gupta,56.0,0.0
85.9,17.0,0.0,25.44,2.0,,1,19.0,0.0,64.73,CDS,23G31B9437,0.0,81.0,105.0,low,149.0,celina.agarwal576@gmail.com,35.27,medium,1.7,64.0,0.0,64.0,dr..anil.singh51@gmail.com,1.0,63.33,102.0,Dr. Anil Singh,0.0,0.0,97.14,low,Celina Agarwal,81.0,0.0
83.67,98.0,0.0,21.33,2.0,,1,18.0,0.0,56.95,ECE,23G31B7153,0.0,46.0,92.0,normal,150.0,divya.menon917@gmail.com,43.05,medium,9.8,43.0,0.0,43.0,prof..divya.srivastava20@gmail.com,1.0,60.0,85.0,Prof. Divya Srivastava,0.0,0.0,92.39,low,Divya Menon,46.0,0.0
82.71,82.0,0.0,19.47,2.0,,1,22.0,0.0,74.01,EEE,23G31B9899,0.0,72.0,92.0,low,151.0,suresh.malhotra595@gmail.com,25.99,high,8.2,71.0,0.0,71.0,prof..meera.desai16@gmail.com,1.0,73.33,79.0,Prof. Meera Desai,0.0,0.0,85.87,low,Suresh Malhotra,72.0,0.0
83.82,64.0,0.0,24.72,2.0,,1,12.0,0.0,58.77,MECH,23G31B4405,0.0,65.0,113.0,normal,152.0,priya.bhatnagar901@gmail.com,41.23,medium,6.4,62.0,0.0,62.0,dr..nitin.verma14@gmail.com,1.0,40.0,104.0,Dr. Nitin Verma,0.0,0.0,92.04,low,Priya Bhatnagar,65.0,0.0
57.47,98.0,0.0,39.31,2.0,,1,14.0,0.0,57.52,CIVIL,23G31A8532,0.0,40.0,120.0,normal,153.0,esha.bajaj253@gmail.com,42.48,medium,9.8,60.0,0.0,60.0,dr..sanjay.joshi69@gmail.com,1.0,46.67,68.0,Dr. Sanjay Joshi,0.0,0.0,56.67,low,Esha Bajaj,40.0,0.0
83.02,68.0,0.0,19.55,2.0,,1,28.0,0.0,74.85,CSE(AI),23G31B2628,0.0,47.0,88.0,low,154.0,nikhil.mishra268@gmail.com,25.15,high,6.8,62.0,0.0,62.0,dr..nitin.verma67@gmail.com,1.0,93.33,84.0,Dr. Nitin Verma,0.0,0.0,95.45,low,Nikhil Mishra,47.0,0.0
71.88,47.0,0.0,27.58,2.0,,1,30.0,0.0,80.13,CSE,23G31B3853,0.0,82.0,102.0,low,155.0,shreya.desai943@gmail.com,19.87,high,4.7,74.0,0.0,74.0,dr..vikram.reddy56@gmail.com,1.0,100.0,74.0,Dr. Vikram Reddy,0.0,0.0,72.55,low,Shreya Desai,82.0,0.0
77.38,76.0,0.0,29.9,1.0,0.0,0,25.0,0.0,40.41,CDS,23G31A3227,0.0,92.0,109.0,normal,156.0,sneha.saxena269@gmail.com,59.59,poor,7.6,0.0,0.0,,dr..suresh.iyer99@gmail.com,1.0,83.33,80.0,Dr. Suresh Iyer,0.0,0.0,73.39,low,Sneha Saxena,92.0,0.0
69.84,56.0,0.0,30.84,2.0,,1,23.0,0.0,71.28,ECE,23G31B6613,0.0,49.0,108.0,low,157.0,aarav.nair498@gmail.com,28.72,high,5.6,70.0,0.0,70.0,prof..ritika.malhotra15@gmail.com,1.0,76.67,84.0,Prof. Ritika Malhotra,0.0,0.0,77.78,low,Aarav Nair,49.0,0.0
81.97,53.0,0.0,23.52,2.0,,1,24.0,0.0,67.95,EEE,23G31B2560,0.0,50.0,84.0,low,158.0,sakshi.kumar493@gmail.com,32.05,medium,5.3,58.0,0.0,58.0,prof..priya.sharma40@gmail.com,1.0,80.0,80.0,Prof. Priya Sharma,0.0,0.0,95.24,low,Sakshi Kumar,50.0,0.0
52.33,29.0,0.0,41.37,2.0,,1,30.0,0.0,84.8,MECH,23G31A9924,0.0,43.0,96.0,low,159.0,ria.chopra385@gmail.com,15.2,high,2.9,91.0,0.0,91.0,dr..sanjay.joshi23@gmail.com,1.0,100.0,56.0,Dr. Sanjay Joshi,0.0,0.0,58.33,medium,Ria Chopra,43.0,0.0
70.42,72.0,0.0,34.17,1.0,0.0,0,28.0,0.0,42.16,CIVIL,23G31B6661,0.0,56.0,109.0,normal,160.0,vikram.iyer742@gmail.com,57.84,poor,7.2,0.0,0.0,,dr..anil.singh38@gmail.com,1.0,93.33,81.0,Dr. Anil Singh,0.0,0.0,74.31,low,Vikram Iyer,56.0,0.0
78.92,35.0,0.0,24.47,3.0,63.0,2,28.0,0.0,78.84,CSE(AI),24G31A4936,-23.0,66.0,99.0,low,161.0,swati.bajaj674@gmail.com,21.16,high,3.5,74.5,0.0,86.0,prof..ritika.malhotra85@gmail.com,2.0,93.33,88.0,Prof. Ritika Malhotra,0.0,,88.89,low,Swati Bajaj,66.0,0.0
77.66,12.0,0.0,29.9,4.0,58.0,3,26.0,0.0,67.58,CSE,24G31A6990,2.0,85.0,93.0,low,162.0,ria.joshi535@gmail.com,32.42,medium,1.2,58.67,0.0,58.0,prof..kavya.pillai23@gmail.com,2.0,86.67,79.0,Prof. Kavya Pillai,,60.0,84.95,low,Ria Joshi,85.0,0.0
68.91,36.0,0.0,35.36,3.0,50.0,2,24.0,0.0,60.14,CDS,24G31A2248,4.0,66.0,90.0,low,163.0,mohan.bajaj684@gmail.com,39.86,medium,3.6,48.0,0.0,46.0,dr..nitin.verma49@gmail.com,2.0,80.0,67.0,Dr. Nitin Verma,0.0,,74.44,low,Mohan Bajaj,66.0,0.0
