S.NO,NAME,RNO,EMAIL,DEPT,YEAR,CURR_SEM,MENTOR,MENTOR_EMAIL,SEM1,SEM2,SEM3,SEM4,SEM5,SEM6,SEM7,SEM8,INTERNAL_MARKS,TOTAL_DAYS_CURR,ATTENDED_DAYS_CURR,PREV_ATTENDANCE_PERC,BEHAVIOR_SCORE_10,computed_features,performance_label,risk_label,dropout_label,performance_overall,risk_score,dropout_score,23G31A1001,Arjun Menon,CSE,1,2,avg_marks=78;attendance=85;behavior=8.5,high,low,low.1,82.4,18.6,15.2,reg_number,student_id,name,email,department,year,semester,mentor_name,mentor_email,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,age,total_marks,attendance,cgpa,backlog_count,AGE
87.0,Vishal Saxena,23G31A3984,vishal.saxena886@gmail.com,ECE,1.0,2.0,Prof. Anjali Menon,prof..anjali.menon46@gmail.com,67.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,90.0,89.0,64.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,Aryan Verma,23G31A5011,aryan.verma225@gmail.com,EEE,1.0,2.0,Prof. Shreya Nair,prof..shreya.nair77@gmail.com,56.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,85.0,85.0,93.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,Ria Iyer,23G31B3764,ria.iyer321@gmail.com,MECH,1.0,2.0,Dr. Vikram Reddy,dr..vikram.reddy73@gmail.com,68.0,,0.0,0.0,0.0,0.0,0.0,0.0,27.0,118.0,97.0,45.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,Diya Saxena,23G31B9355,diya.saxena691@gmail.com,CIVIL,1.0,1.0,Prof. Isha Mishra,prof..isha.mishra20@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,84.0,41.0,86.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,Diya Dutta,23G31B9713,diya.dutta391@gmail.com,CSE(AI),1.0,2.0,Prof. Meera Desai,prof..meera.desai58@gmail.com,81.0,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,82.0,43.0,76.0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,Harish Srivastava,23G31A5898,harish.srivastava738@gmail.com,CSE,1.0,2.0,Dr. Rohan Kapoor,dr..rohan.kapoor97@gmail.com,99.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,93.0,69.0,42.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,Harsha Das,23G31A4114,harsha.das861@gmail.com,CDS,1.0,2.0,Prof. Meera Desai,prof..meera.desai74@gmail.com,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,83.0,70.0,66.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,Harish Iyer,23G31B1318,harish.iyer490@gmail.com,ECE,1.0,2.0,Prof. Anjali Menon,prof..anjali.menon85@gmail.com,76.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,114.0,46.0,79.0,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,Nisha Reddy,23G31A8436,nisha.reddy242@gmail.com,EEE,1.0,2.0,Prof. Kavya Pillai,prof..kavya.pillai53@gmail.com,85.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,114.0,100.0,47.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,Rohan Singh,23G31B3720,rohan.singh269@gmail.com,MECH,1.0,1.0,Prof. Anjali Menon,prof..anjali.menon92@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,112.0,47.0,54.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,Ananya Sharma,23G31A8840,ananya.sharma853@gmail.com,CIVIL,1.0,2.0,Dr. Rohan Kapoor,dr..rohan.kapoor59@gmail.com,81.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,87.0,62.0,67.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,Kumar Kumar,23G31A8369,kumar.kumar649@gmail.com,CSE(AI),1.0,2.0,Prof. Anjali Menon,prof..anjali.menon91@gmail.com,73.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,101.0,73.0,61.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,Aarav Agarwal,23G31A3661,aarav.agarwal747@gmail.com,CSE,1.0,1.0,Prof. Kavya Pillai,prof..kavya.pillai96@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,111.0,107.0,60.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,Sandeep Agarwal,23G31B6153,sandeep.agarwal169@gmail.com,CDS,1.0,1.0,Prof. Kavya Pillai,prof..kavya.pillai70@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,117.0,116.01,75.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,Ramesh Iyer,23G31B8664,ramesh.iyer405@gmail.com,ECE,1.0,2.0,Prof. Meera Desai,prof..meera.desai42@gmail.com,85.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.0,92.0,61.0,78.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.0,Rahul Gupta,23G31A1479,rahul.gupta581@gmail.com,EEE,1.0,1.0,Prof. Shreya Nair,prof..shreya.nair59@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,101.0,92.0,94.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,Sneha Bajaj,23G31A5741,sneha.bajaj134@gmail.com,MECH,1.0,2.0,Dr. Harish Rao,dr..harish.rao58@gmail.com,62.0,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,88.0,80.0,68.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.0,Priya Verma,23G31B8659,priya.verma914@gmail.com,CIVIL,1.0,1.0,Prof. Divya Srivastava,prof..divya.srivastava36@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,98.0,68.0,49.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.0,Simran Sinha,23G31B6797,simran.sinha217@gmail.com,CSE(AI),1.0,2.0,Dr. Sanjay Joshi,dr..sanjay.joshi80@gmail.com,80.0,,0.0,0.0,0.0,0.0,0.0,0.0,17.0,105.0,83.0,73.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,Pooja Chopra,23G31B9997,pooja.chopra545@gmail.com,CSE,1.0,2.0,Prof. Shreya Nair,prof..shreya.nair20@gmail.com,77.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,110.0,54.0,72.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,Simran Das,23G31B7208,simran.das815@gmail.com,CDS,1.0,2.0,Prof. Isha Mishra,prof..isha.mishra24@gmail.com,59.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.0,85.0,61.0,47.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,Sanjay Srivastava,23G31B4327,sanjay.srivastava930@gmail.com,ECE,1.0,1.0,Prof. Kavya Pillai,prof..kavya.pillai70@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,82.0,47.0,71.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0,Diya Patel,23G31A2470,diya.patel982@gmail.com,EEE,1.0,2.0,Dr. Sanjay Joshi,dr..sanjay.joshi34@gmail.com,57.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,85.0,73.0,61.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,Aisha Chatterjee,23G31B5135,aisha.chatterjee425@gmail.com,MECH,1.0,1.0,Dr. Rohan Kapoor,dr..rohan.kapoor84@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,120.0,102.0,41.0,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0,Divya Malhotra,23G31B1401,divya.malhotra906@gmail.com,CIVIL,1.0,2.0,Dr. Harish Rao,dr..harish.rao73@gmail.com,77.0,,0.0,0.0,0.0,0.0,0.0,0.0,27.0,90.0,85.0,70.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.0,Neha Joshi,23G31B5911,neha.joshi939@gmail.com,CSE(AI),1.0,2.0,Dr. Rohan Kapoor,dr..rohan.kapoor10@gmail.com,94.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,82.0,48.0,43.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.0,Meera Verma,23G31A7755,meera.verma310@gmail.com,CSE,1.0,1.0,Prof. Divya Srivastava,prof..divya.srivastava45@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,98.0,87.0,93.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0,Nitin Dasgupta,23G31B8338,nitin.dasgupta544@gmail.com,CDS,1.0,1.0,Prof. Anjali Menon,prof..anjali.menon57@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,84.0,73.0,90.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.0,Ashok Kumar,23G31A3346,ashok.kumar843@gmail.com,EEE,1.0,2.0,Dr. Nitin Verma,dr..nitin.verma61@gmail.com,65.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,91.0,67.0,49.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,Siddharth Reddy,23G31B7398,siddharth.reddy747@gmail.com,MECH,1.0,1.0,Dr. Rajesh Kumar,dr..rajesh.kumar10@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,81.0,38.0,88.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.0,Divya Rao,23G31A4897,divya.rao459@gmail.com,CIVIL,1.0,1.0,Dr. Rohan Kapoor,dr..rohan.kapoor29@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,112.0,108.0,54.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.0,Arjun Dasgupta,23G31A3688,arjun.dasgupta447@gmail.com,CSE(AI),1.0,1.0,Prof. Ritika Malhotra,prof..ritika.malhotra68@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,96.0,80.0,75.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,Siddharth Chatterjee,23G31B8579,siddharth.chatterjee950@gmail.com,CSE,1.0,2.0,Prof. Anjali Menon,prof..anjali.menon23@gmail.com,81.0,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,115.0,115.0,51.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,Ravi Malhotra,23G31B1459,ravi.malhotra844@gmail.com,CDS,1.0,2.0,Prof. Isha Mishra,prof..isha.mishra37@gmail.com,47.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,90.0,73.0,51.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,Siddharth Nair,23G31B9484,siddharth.nair946@gmail.com,ECE,1.0,2.0,Dr. Rohan Kapoor,dr..rohan.kapoor99@gmail.com,63.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,101.0,66.0,92.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,Arjun Bhat,23G31B9684,arjun.bhat267@gmail.com,EEE,1.0,2.0,Dr. Harish Rao,dr..harish.rao34@gmail.com,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,83.0,74.0,67.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,Ananya Reddy,23G31B4465,ananya.reddy791@gmail.com,MECH,1.0,1.0,Prof. Kavya Pillai,prof..kavya.pillai10@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,84.0,76.0,40.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,Ria Nair,23G31A3925,ria.nair688@gmail.com,CIVIL,1.0,2.0,Prof. Kavya Pillai,prof..kavya.pillai19@gmail.com,62.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.0,90.0,70.0,63.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,Tanvi Dutta,23G31A6497,tanvi.dutta469@gmail.com,CSE(AI),1.0,1.0,Dr. Suresh Iyer,dr..suresh.iyer57@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,110.0,98.0,45.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,Sanjay Bhat,23G31A5369,sanjay.bhat863@gmail.com,CSE,1.0,2.0,Dr. Vikram Reddy,dr..vikram.reddy83@gmail.com,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.0,84.0,76.0,80.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,Pooja Saxena,23G31B5449,pooja.saxena183@gmail.com,CDS,1.0,1.0,Prof. Priya Sharma,prof..priya.sharma87@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,100.0,56.0,56.0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,Vikram Pillai,23G31A2532,vikram.pillai374@gmail.com,ECE,1.0,2.0,Prof. Meera Desai,prof..meera.desai30@gmail.com,82.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.0,109.0,80.0,57.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,Celina Saxena,23G31A2286,celina.saxena713@gmail.com,EEE,1.0,1.0,Prof. Ritika Malhotra,prof..ritika.malhotra78@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,106.0,97.0,71.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,Rahul Menon,23G31B7605,rahul.menon647@gmail.com,MECH,1.0,2.0,Dr. Sanjay Joshi,dr..sanjay.joshi84@gmail.com,48.0,,0.0,0.0,0.0,0.0,0.0,0.0,26.0,120.0,116.0,42.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0,Avni Bajaj,23G31B1064,avni.bajaj306@gmail.com,CIVIL,1.0,2.0,Prof. Shreya Nair,prof..shreya.nair66@gmail.com,54.0,,0.0,0.0,0.0,0.0,0.0,0.0,17.0,91.0,79.0,59.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.0,Karthik Singh,23G31A5680,karthik.singh397@gmail.com,CSE(AI),1.0,1.0,Dr. Sanjay Joshi,dr..sanjay.joshi10@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,81.0,62.0,50.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134.0,Zara Mishra,23G31A3356,zara.mishra671@gmail.com,CSE,1.0,2.0,Prof. Ritika Malhotra,prof..ritika.malhotra98@gmail.com,61.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,85.0,39.0,70.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.0,Ravi Rao,23G31B5748,ravi.rao896@gmail.com,CDS,1.0,1.0,Dr. Anil Singh,dr..anil.singh84@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,101.0,50.0,63.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.0,Swati Agarwal,23G31A5985,swati.agarwal178@gmail.com,ECE,1.0,2.0,Prof. Divya Srivastava,prof..divya.srivastava96@gmail.com,72.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,83.0,81.0,94.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.0,Meera Bhat,23G31A1973,meera.bhat724@gmail.com,EEE,1.0,2.0,Dr. Anil Singh,dr..anil.singh29@gmail.com,80.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,82.0,72.0,70.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.0,Ananya Malhotra,23G31A6931,ananya.malhotra925@gmail.com,MECH,1.0,2.0,Dr. Harish Rao,dr..harish.rao98@gmail.com,54.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.0,102.0,76.0,85.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.0,Ananya Gupta,23G31B9488,ananya.gupta155@gmail.com,CIVIL,1.0,1.0,Dr. Harish Rao,dr..harish.rao71@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,114.0,113.0,94.0,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.0,Divya Sharma,23G31A5388,divya.sharma614@gmail.com,CSE(AI),1.0,2.0,Dr. Suresh Iyer,dr..suresh.iyer86@gmail.com,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,87.0,46.0,67.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.0,Divya Agarwal,23G31B6997,divya.agarwal653@gmail.com,CSE,1.0,2.0,Prof. Ritika Malhotra,prof..ritika.malhotra83@gmail.com,65.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,97.0,53.0,80.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.0,Meera Bansal,23G31B9768,meera.bansal644@gmail.com,CDS,1.0,2.0,Prof. Meera Desai,prof..meera.desai91@gmail.com,77.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,96.0,75.0,82.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.0,Sanjay Menon,23G31B5679,sanjay.menon537@gmail.com,ECE,1.0,2.0,Dr. Sanjay Joshi,dr..sanjay.joshi13@gmail.com,76.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,95.0,75.0,59.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.0,Swati Iyer,23G31B9438,swati.iyer896@gmail.com,EEE,1.0,2.0,Prof. Divya Srivastava,prof..divya.srivastava66@gmail.com,62.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,90.0,59.0,93.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.0,Swati Bhatnagar,23G31B7658,swati.bhatnagar156@gmail.com,MECH,1.0,1.0,Dr. Rohan Kapoor,dr..rohan.kapoor47@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,91.0,75.0,58.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.0,Pooja Srivastava,23G31A9512,pooja.srivastava913@gmail.com,CIVIL,1.0,2.0,Prof. Meera Desai,prof..meera.desai89@gmail.com,64.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,100.0,86.0,68.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.0,Esha Nair,23G31A9218,esha.nair332@gmail.com,CSE(AI),1.0,1.0,Dr. Nitin Verma,dr..nitin.verma58@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,86.0,75.0,48.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.0,Meera Gupta,23G31A3844,meera.gupta278@gmail.com,CSE,1.0,1.0,Prof. Isha Mishra,prof..isha.mishra54@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,94.0,65.0,56.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.0,Celina Agarwal,23G31B9437,celina.agarwal576@gmail.com,CDS,1.0,2.0,Dr. Anil Singh,dr..anil.singh51@gmail.com,64.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.0,105.0,102.0,81.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.0,Divya Menon,23G31B7153,divya.menon917@gmail.com,ECE,1.0,2.0,Prof. Divya Srivastava,prof..divya.srivastava20@gmail.com,43.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.0,92.0,85.0,46.0,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.0,Suresh Malhotra,23G31B9899,suresh.malhotra595@gmail.com,EEE,1.0,2.0,Prof. Meera Desai,prof..meera.desai16@gmail.com,71.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,92.0,79.0,72.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.0,Priya Bhatnagar,23G31B4405,priya.bhatnagar901@gmail.com,MECH,1.0,2.0,Dr. Nitin Verma,dr..nitin.verma14@gmail.com,62.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,113.0,104.0,65.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0,Esha Bajaj,23G31A8532,esha.bajaj253@gmail.com,CIVIL,1.0,2.0,Dr. Sanjay Joshi,dr..sanjay.joshi69@gmail.com,60.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,120.0,68.0,40.0,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0,Nikhil Mishra,23G31B2628,nikhil.mishra268@gmail.com,CSE(AI),1.0,2.0,Dr. Nitin Verma,dr..nitin.verma67@gmail.com,62.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.0,88.0,84.0,47.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0,Shreya Desai,23G31B3853,shreya.desai943@gmail.com,CSE,1.0,2.0,Dr. Vikram Reddy,dr..vikram.reddy56@gmail.com,74.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,102.0,74.0,82.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0,Sneha Saxena,23G31A3227,sneha.saxena269@gmail.com,CDS,1.0,1.0,Dr. Suresh Iyer,dr..suresh.iyer99@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,109.0,80.0,92.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.0,Aarav Nair,23G31B6613,aarav.nair498@gmail.com,ECE,1.0,2.0,Prof. Ritika Malhotra,prof..ritika.malhotra15@gmail.com,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,108.0,84.0,49.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0,Sakshi Kumar,23G31B2560,sakshi.kumar493@gmail.com,EEE,1.0,2.0,Prof. Priya Sharma,prof..priya.sharma40@gmail.com,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,84.0,80.0,50.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0,Ria Chopra,23G31A9924,ria.chopra385@gmail.com,MECH,1.0,2.0,Dr. Sanjay Joshi,dr..sanjay.joshi23@gmail.com,91.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,96.0,56.0,43.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.0,Vikram Iyer,23G31B6661,vikram.iyer742@gmail.com,CIVIL,1.0,1.0,Dr. Anil Singh,dr..anil.singh38@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,109.0,81.0,56.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.0,Swati Bajaj,24G31A4936,swati.bajaj674@gmail.com,CSE(AI),2.0,3.0,Prof. Ritika Malhotra,prof..ritika.malhotra85@gmail.com,86.0,63.0,,0.0,0.0,0.0,0.0,0.0,28.0,99.0,88.0,66.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0,Ria Joshi,24G31A6990,ria.joshi535@gmail.com,CSE,2.0,4.0,Prof. Kavya Pillai,prof..kavya.pillai23@gmail.com,58.0,58.0,60.0,,0.0,0.0,0.0,0.0,26.0,93.0,79.0,85.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0,Mohan Bajaj,24G31A2248,mohan.bajaj684@gmail.com,CDS,2.0,3.0,Dr. Nitin Verma,dr..nitin.verma49@gmail.com,46.0,50.0,,0.0,0.0,0.0,0.0,0.0,24.0,90.0,67.0,66.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.0,Harsha Malhotra,24G31B9343,harsha.malhotra944@gmail.com,ECE,2.0,3.0,Dr. Suresh Iyer,dr..suresh.iyer77@gmail.com,69.0,96.0,,0.0,0.0,0.0,0.0,0.0,21.0,83.0,73.0,42.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0,Sakshi Bajaj,24G31B3538,sakshi.bajaj813@gmail.com,EEE,2.0,3.0,Dr. Vikram Reddy,dr..vikram.reddy11@gmail.com,78.0,72.0,,0.0,0.0,0.0,0.0,0.0,23.0,106.0,103.0,91.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0,Suresh Chopra,24G31B1131,suresh.chopra156@gmail.com,MECH,2.0,4.0,Prof. Priya Sharma,prof..priya.sharma72@gmail.com,59.0,62.0,66.0,,0.0,0.0,0.0,0.0,22.0,101.0,83.0,63.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.0,Celina Sinha,24G31B9869,celina.sinha626@gmail.com,CIVIL,2.0,3.0,Prof. Ritika Malhotra,prof..ritika.malhotra82@gmail.com,76.0,71.0,,0.0,0.0,0.0,0.0,0.0,19.0,82.0,60.0,63.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
