S.NO,NAME,RNO,EMAIL,DEPT,YEAR,SEM,CURR_SEM,MENTOR,MENTOR_EMAIL,SEM1,SEM2,SEM3,SEM4,SEM5,SEM7,SEM8,INTERNAL_MARKS,TOTAL_DAYS_CURR,ATTENDED_DAYS_CURR,PREV_ATTENDANCE_PERC,BEHAVIOR_SCORE_10
143,Sanjay Menon,23G31B5679,sanjay.menon537@gmail.com,ECE,1,1-2,2,Dr. Sanjay Joshi,dr..sanjay.joshi13@gmail.com,76,,,,,,,15,95,75,59,8.6
144,Swati Iyer,23G31B9438,swati.iyer896@gmail.com,EEE,1,1-2,2,Prof. Divya Srivastava,prof..divya.srivastava66@gmail.com,62,,,,,,,12,90,59,93,6.4
145,Swati Bhatnagar,23G31B7658,swati.bhatnagar156@gmail.com,MECH,1,1-1,1,Dr. Rohan Kapoor,dr..rohan.kapoor47@gmail.com,,,,,,,,13,91,75,58,7.2
146,Pooja Srivastava,23G31A9512,pooja.srivastava913@gmail.com,CIVIL,1,1-2,2,Prof. Meera Desai,prof..meera.desai89@gmail.com,64,,,,,,,22,100,86,68,3.6
147,Esha Nair,23G31A9218,esha.nair332@gmail.com,CSE(AI),1,1-1,1,Dr. Nitin Verma,dr..nitin.verma58@gmail.com,,,,,,,,19,86,75,48,6.3
148,Meera Gupta,23G31A3844,meera.gupta278@gmail.com,CSE,1,1-1,1,Prof. Isha Mishra,prof..isha.mishra54@gmail.com,,,,,,,,26,94,65,56,1.1
149,Celina Agarwal,23G31B9437,celina.agarwal576@gmail.com,CDS,1,1-2,2,Dr. Anil Singh,dr..anil.singh51@gmail.com,64,,,,,,,19,105,102,81,1.7
150,Divya Menon,23G31B7153,divya.menon917@gmail.com,ECE,1,1-2,2,Prof. Divya Srivastava,prof..divya.srivastava20@gmail.com,43,,,,,,,18,92,85,46,9.8
151,Suresh Malhotra,23G31B9899,suresh.malhotra595@gmail.com,EEE,1,1-2,2,Prof. Meera Desai,prof..meera.desai16@gmail.com,71,,,,,,,22,92,79,72,8.2
152,Priya Bhatnagar,23G31B4405,priya.bhatnagar901@gmail.com,MECH,1,1-2,2,Dr. Nitin Verma,dr..nitin.verma14@gmail.com,62,,,,,,,12,113,104,65,6.4
153,Esha Bajaj,23G31A8532,esha.bajaj253@gmail.com,CIVIL,1,1-2,2,Dr. Sanjay Joshi,dr..sanjay.joshi69@gmail.com,60,,,,,,,14,120,68,40,9.8
154,Nikhil Mishra,23G31B2628,nikhil.mishra268@gmail.com,CSE(AI),1,1-2,2,Dr. Nitin Verma,dr..nitin.verma67@gmail.com,62,,,,,,,28,88,84,47,6.8
155,Shreya Desai,23G31B3853,shreya.desai943@gmail.com,CSE,1,1-2,2,Dr. Vikram Reddy,dr..vikram.reddy56@gmail.com,74,,,,,,,30,102,74,82,4.7
156,Sneha Saxena,23G31A3227,sneha.saxena269@gmail.com,CDS,1,1-1,1,Dr. Suresh Iyer,dr..suresh.iyer99@gmail.com,,,,,,,,25,109,80,92,7.6
157,Aarav Nair,23G31B6613,aarav.nair498@gmail.com,ECE,1,1-2,2,Prof. Ritika Malhotra,prof..ritika.malhotra15@gmail.com,70,,,,,,,23,108,84,49,5.6
158,Sakshi Kumar,23G31B2560,sakshi.kumar493@gmail.com,EEE,1,1-2,2,Prof. Priya Sharma,prof..priya.sharma40@gmail.com,58,,,,,,,24,84,80,50,5.3
159,Ria Chopra,23G31A9924,ria.chopra385@gmail.com,MECH,1,1-2,2,Dr. Sanjay Joshi,dr..sanjay.joshi23@gmail.com,91,,,,,,,30,96,56,43,2.9
160,Vikram Iyer,23G31B6661,vikram.iyer742@gmail.com,CIVIL,1,1-1,1,Dr. Anil Singh,dr..anil.singh38@gmail.com,,,,,,,,28,109,81,56,7.2
161,Swati Bajaj,24G31A4936,swati.bajaj674@gmail.com,CSE(AI),2,2-1,3,Prof. Ritika Malhotra,prof..ritika.malhotra85@gmail.com,86,63,,,,,,28,99,88,66,3.5
162,Ria Joshi,24G31A6990,ria.joshi535@gmail.com,CSE,2,2-2,4,Prof. Kavya Pillai,prof..kavya.pillai23@gmail.com,58,58,60,,,,,26,93,79,85,1.2
163,Mohan Bajaj,24G31A2248,mohan.bajaj684@gmail.com,CDS,2,2-1,3,Dr. Nitin Verma,dr..nitin.verma49@gmail.com,46,50,,,,,,24,90,67,66,3.6
164,Harsha Malhotra,24G31B9343,harsha.malhotra944@gmail.com,ECE,2,2-1,3,Dr. Suresh Iyer,dr..suresh.iyer77@gmail.com,69,96,,,,,,21,83,73,42,6.6
165,Sakshi Bajaj,24G31B3538,sakshi.bajaj813@gmail.com,EEE,2,2-1,3,Dr. Vikram Reddy,dr..vikram.reddy11@gmail.com,78,72,,,,,,23,106,103,91,2.7
166,Suresh Chopra,24G31B1131,suresh.chopra156@gmail.com,MECH,2,2-2,4,Prof. Priya Sharma,prof..priya.sharma72@gmail.com,59,62,66,,,,,22,101,83,63,7.9
167,Celina Sinha,24G31B9869,celina.sinha626@gmail.com,CIVIL,2,2-1,3,Prof. Ritika Malhotra,prof..ritika.malhotra82@gmail.com,76,71,,,,,,19,82,60,63,3.7
168,Ravi Das,24G31B5554,ravi.das578@gmail.com,CSE(AI),2,2-2,4,Dr. Nitin Verma,dr..nitin.verma59@gmail.com,73,77,57,,,,,28,81,39,81,5.7
169,Nitin Verma,24G31A9357,nitin.verma407@gmail.com,CSE,2,2-1,3,Dr. Sanjay Joshi,dr..sanjay.joshi11@gmail.com,71,79,,,,,,18,117,55,54,7.0
170,Vivek Chopra,24G31B4510,vivek.chopra310@gmail.com,CDS,2,2-2,4,Dr. Harish Rao,dr..harish.rao33@gmail.com,57,65,79,,,,,28,109,105,62,8.8
171,Kumar Kumar,24G31B3722,kumar.kumar625@gmail.com,ECE,2,2-1,3,Prof. Priya Sharma,prof..priya.sharma46@gmail.com,82,83,,,,,,15,115,99,48,5.4
172,Sneha Mishra,24G31B7659,sneha.mishra468@gmail.com,EEE,2,2-2,4,Prof. Kavya Pillai,prof..kavya.pillai64@gmail.com,74,89,50,,,,,26,107,50,49,4.2
173,Ria Bansal,24G31B5657,ria.bansal327@gmail.com,MECH,2,2-2,4,Dr. Rohan Kapoor,dr..rohan.kapoor44@gmail.com,45,72,73,,,,,13,115,48,56,3.8
174,Ria Menon,24G31A4618,ria.menon851@gmail.com,CIVIL,2,2-2,4,Dr. Anil Singh,dr..anil.singh44@gmail.com,80,70,41,,,,,21,94,80,49,9.6
175,Aisha Rao,24G31B5129,aisha.rao268@gmail.com,CSE(AI),2,2-1,3,Prof. Anjali Menon,prof..anjali.menon89@gmail.com,93,59,,,,,,16,106,87,47,4.5
176,Ashok Iyer,24G31A4217,ashok.iyer851@gmail.com,CSE,2,2-2,4,Prof. Meera Desai,prof..meera.desai86@gmail.com,85,77,56,,,,,19,106,71,58,4.6
177,Ananya Bhatnagar,24G31B1203,ananya.bhatnagar187@gmail.com,CDS,2,2-2,4,Dr. Sanjay Joshi,dr..sanjay.joshi36@gmail.com,81,41,87,,,,,15,89,77,88,9.5
178,Rohan Das,24G31A9088,rohan.das643@gmail.com,ECE,2,2-1,3,Dr. Rajesh Kumar,dr..rajesh.kumar39@gmail.com,65,74,,,,,,20,103,80,44,6.6
179,Ananya Sharma,24G31A7700,ananya.sharma884@gmail.com,EEE,2,2-1,3,Prof. Ritika Malhotra,prof..ritika.malhotra57@gmail.com,87,69,,,,,,29,84,65,65,4.3
180,Ananya Joshi,24G31A5955,ananya.joshi837@gmail.com,MECH,2,2-1,3,Prof. Isha Mishra,prof..isha.mishra19@gmail.com,79,78,,,,,,30,85,82,76,8.5
181,Pooja Agarwal,24G31B3071,pooja.agarwal238@gmail.com,CIVIL,2,2-1,3,Dr. Suresh Iyer,dr..suresh.iyer52@gmail.com,78,94,,,,,,29,94,50,80,9.0
182,Sneha Saxena,24G31A5960,sneha.saxena929@gmail.com,CSE(AI),2,2-1,3,Prof. Meera Desai,prof..meera.desai97@gmail.com,93,48,,,,,,28,118,87,70,3.4
183,Kumar Pillai,24G31B8161,kumar.pillai113@gmail.com,CSE,2,2-2,4,Prof. Anjali Menon,prof..anjali.menon63@gmail.com,98,50,69,,,,,11,101,89,86,2.2
184,Kriti Joshi,24G31B7515,kriti.joshi167@gmail.com,CDS,2,2-2,4,Dr. Anil Singh,dr..anil.singh37@gmail.com,83,77,74,,,,,20,90,54,71,1.5
185,Mohan Rao,24G31B5869,mohan.rao892@gmail.com,ECE,2,2-2,4,Prof. Shreya Nair,prof..shreya.nair13@gmail.com,65,75,69,,,,,25,81,55,43,3.7
186,Deepak Verma,24G31A3201,deepak.verma174@gmail.com,EEE,2,2-2,4,Prof. Isha Mishra,prof..isha.mishra32@gmail.com,61,40,79,,,,,10,98,95,63,8.3
187,Rohan Chopra,24G31A3698,rohan.chopra817@gmail.com,MECH,2,2-2,4,Prof. Ritika Malhotra,prof..ritika.malhotra57@gmail.com,57,65,60,,,,,28,102,75,64,4.8
188,Diya Bansal,24G31B5066,diya.bansal776@gmail.com,CIVIL,2,2-1,3,Dr. Rajesh Kumar,dr..rajesh.kumar80@gmail.com,58,77,,,,,,23,87,76,67,8.1
189,Simran Bansal,24G31A2768,simran.bansal320@gmail.com,CSE(AI),2,2-2,4,Dr. Harish Rao,dr..harish.rao48@gmail.com,90,86,100,,,,,17,111,75,82,8.3
190,Nikhil Das,24G31A6186,nikhil.das923@gmail.com,CSE,2,2-2,4,Prof. Priya Sharma,prof..priya.sharma76@gmail.com,67,52,53,,,,,12,97,82,59,1.6
191,Sakshi Agarwal,24G31B2846,sakshi.agarwal624@gmail.com,CDS,2,2-2,4,Dr. Rohan Kapoor,dr..rohan.kapoor19@gmail.com,83,65,87,,,,,21,107,57,81,7.4
192,Harish Kapoor,24G31B5190,harish.kapoor343@gmail.com,ECE,2,2-1,3,Prof. Ritika Malhotra,prof..ritika.malhotra83@gmail.com,67,67,,,,,,29,102,97,81,1.3
193,Sanjay Iyer,24G31A7938,sanjay.iyer690@gmail.com,EEE,2,2-1,3,Prof. Divya Srivastava,prof..divya.srivastava14@gmail.com,92,56,,,,,,25,88,86,66,9.7
194,Esha Iyer,24G31B5910,esha.iyer297@gmail.com,MECH,2,2-1,3,Dr. Sanjay Joshi,dr..sanjay.joshi11@gmail.com,80,79,,,,,,24,116,80,73,9.8
195,Swati Singh,24G31A8933,swati.singh968@gmail.com,CIVIL,2,2-1,3,Prof. Isha Mishra,prof..isha.mishra16@gmail.com,57,85,,,,,,23,83,83,93,4.2
196,Sanjay Kumar,24G31B6861,sanjay.kumar449@gmail.com,CSE(AI),2,2-2,4,Dr. Rajesh Kumar,dr..rajesh.kumar39@gmail.com,71,94,78,,,,,14,100,70,57,2.6
197,Arjun Verma,24G31B1120,arjun.verma551@gmail.com,CSE,2,2-2,4,Prof. Anjali Menon,prof..anjali.menon60@gmail.com,81,71,74,,,,,18,115,50,87,5.5
198,Maya Malhotra,24G31B7379,maya.malhotra199@gmail.com,CDS,2,2-1,3,Prof. Anjali Menon,prof..anjali.menon25@gmail.com,66,73,,,,,,25,113,108,41,6.2
199,Kavya Chopra,24G31A2945,kavya.chopra828@gmail.com,ECE,2,2-2,4,Prof. Divya Srivastava,prof..divya.srivastava11@gmail.com,90,48,41,,,,,20,95,80,48,2.8
200,Bhavna Agarwal,24G31B6205,bhavna.agarwal209@gmail.com,EEE,2,2-2,4,Dr. Sanjay Joshi,dr..sanjay.joshi81@gmail.com,84,81,76,,,,,11,84,63,92,2.6
201,Celina Saxena,24G31A6988,celina.saxena457@gmail.com,MECH,2,2-1,3,Dr. Rohan Kapoor,dr..rohan.kapoor46@gmail.com,64,63,,,,,,12,117,81,45,5.0
202,Diya Joshi,24G31A1350,diya.joshi507@gmail.com,CIVIL,2,2-1,3,Dr. Nitin Verma,dr..nitin.verma13@gmail.com,76,81,,,,,,18,100,94,67,1.5
203,Vinod Patel,24G31B1764,vinod.patel955@gmail.com,CSE(AI),2,2-1,3,Prof. Divya Srivastava,prof..divya.srivastava87@gmail.com,76,100,,,,,,20,109,43,77,4.7
204,Amit Bajaj,24G31A8401,amit.bajaj524@gmail.com,CSE,2,2-1,3,Dr. Sanjay Joshi,dr..sanjay.joshi33@gmail.com,68,73,,,,,,18,116,69,89,8.2
205,Isha Bhatnagar,24G31A1206,isha.bhatnagar629@gmail.com,CDS,2,2-2,4,Prof. Ritika Malhotra,prof..ritika.malhotra41@gmail.com,95,76,81,,,,,17,114,78,50,3.9
206,Deepak Chatterjee,24G31B7331,deepak.chatterjee626@gmail.com,ECE,2,2-2,4,Prof. Kavya Pillai,prof..kavya.pillai65@gmail.com,80,90,75,,,,,27,115,110,73,5.4
207,Ashok Bhat,24G31B4595,ashok.bhat337@gmail.com,EEE,2,2-2,4,Prof. Isha Mishra,prof..isha.mishra42@gmail.com,56,85,77,,,,,14,88,64,55,5.2
208,Bhavna Chopra,24G31A4642,bhavna.chopra420@gmail.com,MECH,2,2-2,4,Prof. Ritika Malhotra,prof..ritika.malhotra35@gmail.com,68,78,98,,,,,21,91,38,57,1.9
209,Vinod Dutta,24G31A7621,vinod.dutta858@gmail.com,CIVIL,2,2-2,4,Dr. Vikram Reddy,dr..vikram.reddy78@gmail.com,52,44,87,,,,,21,115,113,67,8.1
210,Rajesh Menon,24G31B2605,rajesh.menon361@gmail.com,CSE(AI),2,2-1,3,Prof. Divya Srivastava,prof..divya.srivastava96@gmail.com,57,57,,,,,,16,98,87,43,7.0
211,Divya Agarwal,24G31B2354,divya.agarwal922@gmail.com,CSE,2,2-1,3,Dr. Vikram Reddy,dr..vikram.reddy47@gmail.com,46,53,,,,,,11,94,81,55,9.2
212,Divya Sharma,24G31A4379,divya.sharma300@gmail.com,CDS,2,2-2,4,Dr. Sanjay Joshi,dr..sanjay.joshi86@gmail.com,86,92,85,,,,,28,119,55,74,6.7
213,Anjali Desai,24G31A1321,anjali.desai718@gmail.com,ECE,2,2-1,3,Prof. Divya Srivastava,prof..divya.srivastava32@gmail.com,84,66,,,,,,14,93,64,58,8.4
214,Rahul Chopra,24G31B1057,rahul.chopra399@gmail.com,EEE,2,2-2,4,Dr. Harish Rao,dr..harish.rao31@gmail.com,59,82,76,,,,,26,90,84,52,4.3
215,Tanvi Agarwal,24G31B5447,tanvi.agarwal999@gmail.com,MECH,2,2-1,3,Prof. Shreya Nair,prof..shreya.nair68@gmail.com,70,60,,,,,,20,117,64,75,4.3
216,Aditya Chatterjee,24G31B5410,aditya.chatterjee823@gmail.com,CIVIL,2,2-1,3,Dr. Nitin Verma,dr..nitin.verma20@gmail.com,59,55,,,,,,12,108,51,55,3.7
217,Mahesh Verma,24G31B5766,mahesh.verma651@gmail.com,CSE(AI),2,2-2,4,Prof. Isha Mishra,prof..isha.mishra31@gmail.com,67,58,44,,,,,22,92,68,45,5.8
218,Priya Gupta,24G31B6609,priya.gupta595@gmail.com,CSE,2,2-2,4,Prof. Anjali Menon,prof..anjali.menon83@gmail.com,75,83,41,,,,,10,110,98,58,6.3
219,Sakshi Sinha,24G31B6111,sakshi.sinha606@gmail.com,CDS,2,2-2,4,Dr. Vikram Reddy,dr..vikram.reddy70@gmail.com,82,79,92,,,,,10,84,80,74,4.5
220,Ajay Bhat,24G31A1558,ajay.bhat485@gmail.com,ECE,2,2-2,4,Dr. Suresh Iyer,dr..suresh.iyer37@gmail.com,43,44,100,,,,,10,119,111,42,7.7
221,Vikram Mishra,24G31B9830,vikram.mishra248@gmail.com,EEE,2,2-2,4,Dr. Suresh Iyer,dr..suresh.iyer33@gmail.com,86,82,85,,,,,10,99,93,45,3.8
222,Arjun Dutta,24G31B9453,arjun.dutta218@gmail.com,MECH,2,2-1,3,Prof. Isha Mishra,prof..isha.mishra85@gmail.com,100,71,,,,,,28,85,74,44,3.9
223,Ritika Rao,24G31A3446,ritika.rao600@gmail.com,CIVIL,2,2-1,3,Prof. Kavya Pillai,prof..kavya.pillai22@gmail.com,78,72,,,,,,25,103,92,55,6.7
224,Diya Bhat,24G31A6782,diya.bhat437@gmail.com,CSE(AI),2,2-1,3,Dr. Vikram Reddy,dr..vikram.reddy80@gmail.com,84,86,,,,,,12,101,73,83,5.7
225,Ananya Desai,24G31B7258,ananya.desai384@gmail.com,CSE,2,2-1,3,Dr. Vikram Reddy,dr..vikram.reddy53@gmail.com,65,72,,,,,,12,92,67,71,4.3
226,Swati Bajaj,24G31A4359,swati.bajaj454@gmail.com,CDS,2,2-2,4,Dr. Nitin Verma,dr..nitin.verma40@gmail.com,47,62,62,,,,,19,83,33,93,1.1
227,Nisha Das,24G31A2078,nisha.das654@gmail.com,ECE,2,2-1,3,Dr. Rajesh Kumar,dr..rajesh.kumar24@gmail.com,83,70,,,,,,22,86,44,94,5.3
228,Neha Das,24G31B5571,neha.das626@gmail.com,EEE,2,2-2,4,Prof. Shreya Nair,prof..shreya.nair65@gmail.com,85,59,80,,,,,22,94,45,41,8.3
229,Ananya Iyer,24G31A6006,ananya.iyer346@gmail.com,MECH,2,2-1,3,Dr. Anil Singh,dr..anil.singh44@gmail.com,65,65,,,,,,13,104,48,74,3.7
230,Rohan Desai,24G31B1434,rohan.desai833@gmail.com,CIVIL,2,2-1,3,Dr. Sanjay Joshi,dr..sanjay.joshi27@gmail.com,69,72,,,,,,19,110,84,46,1.9
231,Suresh Rao,24G31B9737,suresh.rao346@gmail.com,CSE(AI),2,2-1,3,Dr. Harish Rao,dr..harish.rao70@gmail.com,89,71,,,,,,11,106,103,84,7.2
232,Divya Das,24G31B7519,divya.das184@gmail.com,CSE,2,2-1,3,Dr. Vikram Reddy,dr..vikram.reddy89@gmail.com,78,43,,,,,,14,88,75,68,5.6
233,Arjun Agarwal,24G31B8472,arjun.agarwal402@gmail.com,CDS,2,2-2,4,Dr. Nitin Verma,dr..nitin.verma15@gmail.com,60,73,94,,,,,18,92,68,51,8.6
234,Simran Joshi,24G31B1005,simran.joshi262@gmail.com,ECE,2,2-2,4,Prof. Kavya Pillai,prof..kavya.pillai20@gmail.com,79,78,96,,,,,20,118,63,81,8.0
235,Harish Nair,24G31A7617,harish.nair730@gmail.com,EEE,2,2-2,4,Dr. Anil Singh,dr..anil.singh35@gmail.com,81,97,48,,,,,30,91,69,78,6.5
236,Aarav Dasgupta,24G31B5230,aarav.dasgupta949@gmail.com,MECH,2,2-2,4,Dr. Nitin Verma,dr..nitin.verma24@gmail.com,76,72,65,,,,,19,120,101,63,6.1
237,Maya Rao,24G31B1556,maya.rao514@gmail.com,CIVIL,2,2-2,4,Prof. Meera Desai,prof..meera.desai17@gmail.com,98,85,83,,,,,30,105,44,54,1.8
238,Priya Agarwal,24G31B5456,priya.agarwal523@gmail.com,CSE(AI),2,2-2,4,Dr. Suresh Iyer,dr..suresh.iyer51@gmail.com,99,79,61,,,,,10,115,56,49,3.7
239,Sanjay Kumar,24G31B8215,sanjay.kumar906@gmail.com,CSE,2,2-2,4,Dr. Vikram Reddy,dr..vikram.reddy24@gmail.com,75,78,62,,,,,30,91,77,84,2.3
240,Suresh Kapoor,24G31A1410,suresh.kapoor754@gmail.com,CDS,2,2-1,3,Dr. Sanjay Joshi,dr..sanjay.joshi94@gmail.com,49,72,,,,,,29,100,68,67,2.0
241,Nisha Sinha,24G31A6256,nisha.sinha824@gmail.com,ECE,2,2-1,3,Dr. Sanjay Joshi,dr..sanjay.joshi77@gmail.com,86,83,,,,,,27,91,63,90,1.2
242,Ramesh Malhotra,24G31B6475,ramesh.malhotra657@gmail.com,EEE,2,2-1,3,Prof. Isha Mishra,prof..isha.mishra83@gmail.com,42,80,,,,,,10,116,61,40,8.6
243,Ananya Iyer,24G31B4105,ananya.iyer474@gmail.com,MECH,2,2-1,3,Dr. Nitin Verma,dr..nitin.verma77@gmail.com,72,94,,,,,,28,102,70,87,9.7
244,Diya Saxena,24G31B4981,diya.saxena848@gmail.com,CIVIL,2,2-2,4,Prof. Divya Srivastava,prof..divya.srivastava85@gmail.com,96,100,71,,,,,25,116,91,76,5.8
245,Amit Gupta,24G31A9275,amit.gupta928@gmail.com,CSE(AI),2,2-2,4,Prof. Shreya Nair,prof..shreya.nair46@gmail.com,74,69,82,,,,,26,99,69,78,7.0
246,Aditya Pillai,24G31A6457,aditya.pillai561@gmail.com,CSE,2,2-2,4,Dr. Rajesh Kumar,dr..rajesh.kumar16@gmail.com,41,49,82,,,,,14,108,79,50,3.4
247,Simran Bajaj,24G31B9707,simran.bajaj778@gmail.com,CDS,2,2-2,4,Prof. Priya Sharma,prof..priya.sharma26@gmail.com,87,71,84,,,,,24,120,114,94,8.1
248,Ajay Iyer,24G31B2419,ajay.iyer426@gmail.com,ECE,2,2-2,4,Dr. Sanjay Joshi,dr..sanjay.joshi58@gmail.com,60,97,63,,,,,29,110,106,66,5.5
249,Rahul Dutta,24G31A1721,rahul.dutta756@gmail.com,EEE,2,2-2,4,Prof. Ritika Malhotra,prof..ritika.malhotra35@gmail.com,78,62,61,,,,,28,90,86,61,5.9
250,Kumar Das,24G31A7431,kumar.das154@gmail.com,MECH,2,2-2,4,Prof. Divya Srivastava,prof..divya.srivastava18@gmail.com,76,99,82,,,,,22,94,66,63,6.9
251,Harish Mishra,24G31A7619,harish.mishra165@gmail.com,CIVIL,2,2-1,3,Prof. Ritika Malhotra,prof..ritika.malhotra27@gmail.com,66,68,,,,,,19,93,72,70,7.0
252,Avni Malhotra,24G31B6973,avni.malhotra371@gmail.com,CSE(AI),2,2-2,4,Prof. Anjali Menon,prof..anjali.menon99@gmail.com,46,70,82,,,,,29,91,62,78,8.4
253,Simran Agarwal,24G31B5586,simran.agarwal625@gmail.com,CSE,2,2-1,3,Dr. Harish Rao,dr..harish.rao30@gmail.com,89,50,,,,,,24,120,95,84,8.5
254,Varun Das,24G31A3858,varun.das553@gmail.com,CDS,2,2-1,3,Prof. Shreya Nair,prof..shreya.nair30@gmail.com,59,82,,,,,,24,116,47,76,9.2
255,Esha Bhat,24G31A7668,esha.bhat675@gmail.com,ECE,2,2-1,3,Prof. Priya Sharma,prof..priya.sharma49@gmail.com,55,74,,,,,,18,120,93,80,8.2
256,Deepak Bansal,24G31B7530,deepak.bansal766@gmail.com,EEE,2,2-2,4,Prof. Isha Mishra,prof..isha.mishra85@gmail.com,48,75,53,,,,,26,85,55,86,2.6
257,Mohan Menon,24G31B5544,mohan.menon288@gmail.com,MECH,2,2-1,3,Prof. Meera Desai,prof..meera.desai27@gmail.com,66,84,,,,,,16,82,75,71,5.0
258,Mahesh Verma,24G31B9820,mahesh.verma766@gmail.com,CIVIL,2,2-2,4,Dr. Vikram Reddy,dr..vikram.reddy41@gmail.com,70,45,42,,,,,13,115,96,62,7.9
259,Mohan Sinha,24G31A3261,mohan.sinha696@gmail.com,CSE(AI),2,2-2,4,Dr. Anil Singh,dr..anil.singh47@gmail.com,76,75,61,,,,,30,107,99,63,9.9
260,Sneha Bajaj,24G31B9104,sneha.bajaj913@gmail.com,CSE,2,2-1,3,Dr. Sanjay Joshi,dr..sanjay.joshi89@gmail.com,45,70,,,,,,29,118,116,82,6.8
261,Aditya Menon,24G31B3957,aditya.menon352@gmail.com,CDS,2,2-2,4,Prof. Anjali Menon,prof..anjali.menon30@gmail.com,63,64,82,,,,,23,115,99,77,2.6
262,Zara Joshi,24G31A5798,zara.joshi293@gmail.com,ECE,2,2-2,4,Dr. Harish Rao,dr..harish.rao84@gmail.com,95,71,63,,,,,21,119,96,90,6.6
263,Siddharth Sinha,24G31A9585,siddharth.sinha167@gmail.com,EEE,2,2-2,4,Dr. Rohan Kapoor,dr..rohan.kapoor30@gmail.com,82,66,56,,,,,20,114,96,41,8.9
264,Diya Bajaj,24G31A1814,diya.bajaj239@gmail.com,MECH,2,2-2,4,Dr. Nitin Verma,dr..nitin.verma76@gmail.com,52,58,61,,,,,22,107,102,58,7.9
265,Rahul Menon,24G31A1024,rahul.menon553@gmail.com,CIVIL,2,2-2,4,Prof. Divya Srivastava,prof..divya.srivastava71@gmail.com,95,51,94,,,,,13,81,61,45,4.4
266,Karthik Dutta,24G31A4941,karthik.dutta603@gmail.com,CSE(AI),2,2-1,3,Prof. Priya Sharma,prof..priya.sharma55@gmail.com,67,74,,,,,,24,119,49,46,1.7
267,Harsha Bhat,24G31B8523,harsha.bhat976@gmail.com,CSE,2,2-2,4,Prof. Kavya Pillai,prof..kavya.pillai89@gmail.com,83,63,76,,,,,26,119,116,54,3.6
268,Siddharth Chatterjee,24G31B1772,siddharth.chatterjee290@gmail.com,CDS,2,2-2,4,Prof. Priya Sharma,prof..priya.sharma61@gmail.com,52,67,71,,,,,20,82,64,59,5.9
269,Meera Sharma,24G31A6364,meera.sharma795@gmail.com,ECE,2,2-1,3,Dr. Sanjay Joshi,dr..sanjay.joshi67@gmail.com,47,80,,,,,,10,114,92,81,1.6
270,Mohan Saxena,24G31A9143,mohan.saxena997@gmail.com,EEE,2,2-1,3,Dr. Rohan Kapoor,dr..rohan.kapoor17@gmail.com,99,84,,,,,,21,95,71,90,7.2
271,Ananya Sharma,24G31A3286,ananya.sharma681@gmail.com,MECH,2,2-2,4,Dr. Harish Rao,dr..harish.rao37@gmail.com,62,76,86,,,,,23,117,101,87,2.4
272,Varun Nair,24G31B3316,varun.nair368@gmail.com,CIVIL,2,2-1,3,Dr. Harish Rao,dr..harish.rao46@gmail.com,73,51,,,,,,15,82,73,90,5.4
273,Kumar Kumar,24G31A7676,kumar.kumar342@gmail.com,CSE(AI),2,2-2,4,Dr. Harish Rao,dr..harish.rao23@gmail.com,71,56,42,,,,,19,116,108,40,9.1
274,Simran Singh,24G31A1129,simran.singh963@gmail.com,CSE,2,2-2,4,Dr. Vikram Reddy,dr..vikram.reddy89@gmail.com,71,89,63,,,,,20,95,48,71,6.7
275,Ramesh Bhatnagar,24G31B3334,ramesh.bhatnagar493@gmail.com,CDS,2,2-1,3,Dr. Nitin Verma,dr..nitin.verma57@gmail.com,56,85,,,,,,13,117,79,62,2.7
276,Aditya Singh,24G31B9518,aditya.singh732@gmail.com,ECE,2,2-2,4,Prof. Kavya Pillai,prof..kavya.pillai34@gmail.com,71,83,83,,,,,11,87,77,89,2.8
277,Swati Chatterjee,24G31A4346,swati.chatterjee326@gmail.com,EEE,2,2-1,3,Prof. Ritika Malhotra,prof..ritika.malhotra66@gmail.com,79,76,,,,,,29,91,65,85,4.5
278,Ria Rao,24G31B6827,ria.rao160@gmail.com,MECH,2,2-1,3,Prof. Kavya Pillai,prof..kavya.pillai19@gmail.com,78,70,,,,,,25,105,42,82,6.3
279,Isha Desai,24G31B8904,isha.desai236@gmail.com,CIVIL,2,2-2,4,Dr. Rohan Kapoor,dr..rohan.kapoor72@gmail.com,77,79,60,,,,,26,90,68,63,4.5
280,Sanjay Nair,24G31B1858,sanjay.nair798@gmail.com,CSE(AI),2,2-2,4,Dr. Rohan Kapoor,dr..rohan.kapoor88@gmail.com,76,50,70,,,,,14,111,86,41,8.4
281,Vikram Rao,24G31A4774,vikram.rao293@gmail.com,CSE,2,2-1,3,Prof. Anjali Menon,prof..anjali.menon50@gmail.com,98,88,,,,,,19,118,107,82,4.7
282,Karthik Sharma,24G31B3043,karthik.sharma213@gmail.com,CDS,2,2-1,3,Dr. Anil Singh,dr..anil.singh94@gmail.com,90,77,,,,,,21,80,35,42,8.8
283,Kriti Agarwal,24G31B1973,kriti.agarwal738@gmail.com,ECE,2,2-1,3,Dr. Rajesh Kumar,dr..rajesh.kumar89@gmail.com,64,67,,,,,,14,109,107,52,5.0
284,Mahesh Pillai,24G31A8679,mahesh.pillai405@gmail.com,EEE,2,2-2,4,Prof. Kavya Pillai,prof..kavya.pillai54@gmail.com,88,90,77,,,,,23,119,112,79,6.2
